item,reading,description,example,level,sort,tag,category
"続き","つづき","Phần tiếp theo, tiếp tục","","N3","1144",",tap2,lession28,",""
"包み","つつみ","Bó, gói, bưu kiện, kiện","","N3","1145",",tap2,lession28,",""
"勤め","つとめ","Dịch vụ, nhiệm vụ, kinh doanh, trách nhiệm","","N3","1146",",tap2,lession28,",""
"務め","つとめ","Dịch vụ, nhiệm vụ","","N3","1147",",tap2,lession28,",""
"繋ぐ","つなぐ","Để buộc chặt, để kết nối, chuyển","","N3","1148",",tap2,lession28,",""
"常に","つねに","Luôn luôn, liên tục","","N3","1149",",tap2,lession28,",""
"翼","つばさ","Cánh","","N3","1150",",tap2,lession28,",""
"つまり","つまり","Trong ngắn hạn, ngắn gọn, nói cách khác","","N3","1151",",tap2,lession28,",""
"罪","つみ","Tội phạm, lỗi, không suy nghi","","N3","1152",",tap2,lession28,",""
"詰める","つめる","Để đóng gói, để rút ngắn, để làm việc","","N3","1153",",tap2,lession28,",""
"積もる","つもる","Chồng chất lên","","N3","1154",",tap2,lession28,",""
"梅雨","つゆ","Mùa mưa, mưa trong mùa mưa","","N3","1155",",tap2,lession28,",""
"辛い","つらい","Đau đớn","","N3","1156",",tap2,lession28,",""
"連れ","つれ","Đồng, công ty","","N3","1157",",tap2,lession28,",""
"で","で","Thoát ra, tới (đi) ra, sau đại học (của)","","N3","1158",",tap2,lession28,",""
"出会い","であい","Cuộc họp, cuộc gặp gỡ, hẹn","","N3","1159",",tap2,lession28,",""
"出会う","であう","Để đáp ứng một cách tình cờ, đi qua, để xảy ra gặp phải","","N3","1160",",tap2,lession28,",""
"提案","ていあん","Đề xuất, đề nghị","","N3","1161",",tap2,lession29,",""
"定期","ていき","Có kỳ hạn","","N3","1162",",tap2,lession29,",""
"抵抗","ていこう","Điện trở, phe đối lập","","N3","1163",",tap2,lession29,",""
"提出","ていしゅつ","Trình bày, trình, nộp hồ sơ","","N3","1164",",tap2,lession29,",""
"程度","ていど","Mức độ, số lượng, loại, tiêu chuẩn, các thứ tự của (một số)","","N3","1165",",tap2,lession29,",""
"停留所","ていりゅうじょ","Dừng xe buýt hoặc xe điện","","N3","1166",",tap2,lession29,",""
"デート","デート","Date","","N3","1167",",tap2,lession29,",""
"敵","てき","Kẻ thù, đối thủ","","N3","1168",",tap2,lession29,",""
"出来事","できごと","Sự cố xảy ra, mối quan hệ, sự kiện","","N3","1169",",tap2,lession29,",""
"適する","てきする","Để phù hợp với, phù hợp với","","N3","1170",",tap2,lession29,",""
"適切","てきせつ","Thích hợp, phù hợp","","N3","1171",",tap2,lession29,",""
"適度","てきど","Trung bình","","N3","1172",",tap2,lession29,",""
"適用","てきよう","Áp dụng","","N3","1173",",tap2,lession29,",""
"出来る","できる","Để có thể chuẩn bị sẵn sàng, xảy ra","","N3","1174",",tap2,lession29,",""
"出来るだけ","できるだけ","Nếu có thể","","N3","1175",",tap2,lession29,",""
"手品","てじな","Trò ảo lừa, ảo thuật, tung hứng","","N3","1176",",tap2,lession29,",""
"ですから","ですから","Do đó","","N3","1177",",tap2,lession29,",""
"鉄","てつ","Ủi","","N3","1178",",tap2,lession29,",""
"哲学","てつがく","Triết lý","","N3","1179",",tap2,lession29,",""
"手伝い","てつだい","Giúp đỡ, trợ giúp, trợ lý","","N3","1180",",tap2,lession29,",""
"徹底","てってい","Triệt để, đầy đủ","","N3","1181",",tap2,lession30,",""
"鉄道","てつどう","Đường sắt","","N3","1182",",tap2,lession30,",""
"徹夜","てつや","Cả đêm","","N3","1183",",tap2,lession30,",""
"では","では","Thời điểm khởi hành, bắt đầu công việc","","N3","1184",",tap2,lession30,",""
"手間","てま","Thời gian, lao động","","N3","1185",",tap2,lession30,",""
"でも","でも","Nhưng, tuy nhiên","","N3","1186",",tap2,lession30,",""
"デモ","デモ","Trình diễn","","N3","1187",",tap2,lession30,",""
"典型","てんけい","Loại, mô hình, nguyên mẫu","","N3","1188",",tap2,lession30,",""
"天候","てんこう","Thời tiết","","N3","1189",",tap2,lession30,",""
"電子","でんし","Điện tử","","N3","1190",",tap2,lession30,",""
"テント","テント","Lều","","N3","1191",",tap2,lession30,",""
"伝統","でんとう","Truyền thống","","N3","1192",",tap2,lession30,",""
"天然","てんねん","Tự nhiên, tự phát","","N3","1193",",tap2,lession30,",""
"度","ど","Truy cập cho lần xuất hiện","","N3","1194",",tap2,lession30,",""
"問い","とい","Câu hỏi, truy vấn","","N3","1195",",tap2,lession30,",""
"党","とう","Bên (chính trị)","","N3","1196",",tap2,lession30,",""
"塔","とう","Tháp, chùa","","N3","1197",",tap2,lession30,",""
"どう","（接。副）","Trẻ em, người tôi tớ, ngu ngốc","","N3","1198",",tap2,lession30,",""
"答案","とうあん","Kiểm tra giấy, kiểm tra kịch bản","","N3","1199",",tap2,lession30,",""
"同一","どういつ","Bản sắc, sự giống nhau, tương tự","","N3","1200",",tap2,lession30,",""
"どうか","どうか","Đồng xu","","N3","1201",",tap3,lession1,",""
"当時","とうじ","Tại thời điểm đó, trong những ngày","","N3","1202",",tap3,lession1,",""
"動詞","どうし","Động từ","","N3","1203",",tap3,lession1,",""
"同時","どうじ","Đồng thời, cùng một thời gian, đồng bộ","","N3","1204",",tap3,lession1,",""
"どうしても","どうしても","Bằng mọi cách, bằng mọi giá, không có vấn đề gì","","N3","1205",",tap3,lession1,",""
"到着","とうちゃく","Đến","","N3","1206",",tap3,lession1,",""
"道徳","どうとく","Đạo đức","","N3","1207",",tap3,lession1,",""
"投票","とうひょう","Bỏ phiếu, thăm dò ý kiến","","N3","1208",",tap3,lession1,",""
"同様","どうよう","Giống hệt nhau, bình đẳng","","N3","1209",",tap3,lession1,",""
"同僚","どうりょう","Đồng nghiệp","","N3","1210",",tap3,lession1,",""
"道路","どうろ","Đường bộ, đường cao tốc","","N3","1211",",tap3,lession1,",""
"十","とお","Mười","","N3","1212",",tap3,lession1,",""
"通す","とおす","thông qua,nhờ vào","","N3","1213",",tap3,lession1,",""
"通り","とおり","đường đi","","N3","1214",",tap3,lession1,",""
"通り過ぎる","とおりすぎる","đi qua,đi ngang qua","","N3","1215",",tap3,lession1,",""
"都会","とかい","thành thị,thành phố","","N3","1216",",tap3,lession1,",""
"時","とき","thời điểm","","N3","1217",",tap3,lession1,",""
"解く","とく","xả","","N3","1218",",tap3,lession1,",""
"毒","どく","thuốc độc,độc","","N3","1219",",tap3,lession1,",""
"得意","とくい","đắc ý,khoái trí,tâm đắc","","N3","1220",",tap3,lession1,",""
"読書","どくしょ","sự đọc sách,việc đọc sách","","N3","1221",",tap3,lession2,",""
"独身","どくしん","nằm co","","N3","1222",",tap3,lession2,",""
"特徴","とくちょう","dáng","","N3","1223",",tap3,lession2,",""
"独特","どくとく","độc đáo","","N3","1224",",tap3,lession2,",""
"独立","どくりつ","độc lập","","N3","1225",",tap3,lession2,",""
"解ける","とける","tuột ra,cởi ra","","N3","1226",",tap3,lession2,",""
"どこか","どこか","ở đâu đó","","N3","1227",",tap3,lession2,",""
"ところが","ところが","dẫu sao thì,thế còn,thậm chí, nhưng mà,Vậy mà","","N3","1228",",tap3,lession2,",""
"所で","ところで","thế còn","","N3","1229",",tap3,lession2,",""
"登山","とざん","sự leo núi","","N3","1230",",tap3,lession2,",""
"都市","とし","thị thành","","N3","1231",",tap3,lession2,",""
"年月","としつき","nhiều năm lâu nay","","N3","1232",",tap3,lession2,",""
"図書","としょ","sách","","N3","1233",",tap3,lession2,",""
"年寄","としより","người già,người có tuổi","","N3","1234",",tap3,lession2,",""
"閉じる","とじる","che","","N3","1235",",tap3,lession2,",""
"途端","とたん","ngay khi,vừa lúc","","N3","1236",",tap3,lession2,",""
"土地","とち","đất đai","","N3","1237",",tap3,lession2,",""
"突然","とつぜん","chợt","","N3","1238",",tap3,lession2,",""
"トップ","トップ","áo khoác ngắn của phụ nữ","","N3","1239",",tap3,lession2,",""
"届く","とどく","đến","","N3","1240",",tap3,lession2,",""
"兎に角","とにかく","dù sao,dù thế nào,cách này hay khác,dù gì chăng nữa","","N3","1241",",tap3,lession3,",""
"飛ばす","とばす","thổi tan,thổi bay,cuốn","","N3","1242",",tap3,lession3,",""
"飛び出す","とびだす","từ chức","","N3","1243",",tap3,lession3,",""
"留める","とめる","lưu ý,chú ý,dừng lại,chặn lại,đóng lại,kẹp lại","","N3","1244",",tap3,lession3,",""
"友","とも","sự đi chơi cùng bạn bè","","N3","1245",",tap3,lession3,",""
"共に","ともに","cùng nhau","","N3","1246",",tap3,lession3,",""
"土曜","どよう","Thứ bảy","","N3","1247",",tap3,lession3,",""
"虎","とら","hùm","","N3","1248",",tap3,lession3,",""
"ドライブ","ドライブ","sự lái xe","","N3","1249",",tap3,lession3,",""
"トラック","トラック","xe tải lớn,cam nhông,vòng đua","","N3","1250",",tap3,lession3,",""
"ドラマ","ドラマ","vở  kịch, truyền hình","","N3","1251",",tap3,lession3,",""
"トランプ","トランプ","bài tây,tú lơ khơ,bộ bài","","N3","1252",",tap3,lession3,",""
"取り上げる","とりあげる","trợ lực,tiếp sức","","N3","1253",",tap3,lession3,",""
"努力","どりょく","nỗ lực","","N3","1254",",tap3,lession3,",""
"どれ","どれ","cái nào","","N3","1255",",tap3,lession3,",""
"ドレス","ドレス","váy,váy áo","","N3","1256",",tap3,lession3,",""
"取れる","とれる","trừ đi,bỏ đi,dừng lại","","N3","1257",",tap3,lession3,",""
"泥","どろ","bùn","","N3","1258",",tap3,lession3,",""
"屯 ","とん","một tấn","","N3","1259",",tap3,lession3,",""
"とんでもない","とんでもない","Không có chuyện đó, không có gì","","N3","1260",",tap3,lession3,",""
"どんな","どんな","Cái gì","","N3","1261",",tap3,lession4,",""
"どんなに","どんなに","Bất kể, cho dù","","N3","1262",",tap3,lession4,",""
"トンネル","トンネル","Đường hầm","","N3","1263",",tap3,lession4,",""
"名","な","thanh danh,tên tuổi","","N3","1264",",tap3,lession4,",""
"内容","ないよう","nội dung","","N3","1265",",tap3,lession4,",""
"尚","なお","Ngoài ra, hơn nữa","","N3","1266",",tap3,lession4,",""
"仲","なか","quan hệ","","N3","1267",",tap3,lession4,",""
"流す","ながす","làm lan truyền (tiếng đồn)","","N3","1268",",tap3,lession4,",""
"なかなか","なかなか","Mãi mà không…","","N3","1269",",tap3,lession4,",""
"半ば","なかば","nửa chừng","","N3","1270",",tap3,lession4,",""
"仲間","なかま","bè bạn,đồng nghiệp","","N3","1271",",tap3,lession4,",""
"眺め","ながめ","tầm nhìn","","N3","1272",",tap3,lession4,",""
"眺める","ながめる","nhìn,ngắm","","N3","1273",",tap3,lession4,",""
"流れ","ながれ","luồng","","N3","1274",",tap3,lession4,",""
"流れる","ながれる","xuôi","","N3","1275",",tap3,lession4,",""
"無し","なし","không,chưa","","N3","1276",",tap3,lession4,",""
"なぜなら","なぜなら","Bởi vì là, bởi vì, do","","N3","1277",",tap3,lession4,",""
"謎","なぞ","điều bí ẩn","","N3","1278",",tap3,lession4,",""
"納得","なっとく","sự lý giải,sự đồng ý","","N3","1279",",tap3,lession4,",""
"等","など","Vân vân","","N3","1280",",tap3,lession4,",""
"七","なな","thất","","N3","1281",",tap3,lession5,",""
"何","なに","cái gì","","N3","1282",",tap3,lession5,",""
"何","なん","cái gì","","N3","1283",",tap3,lession5,",""
"何か","なにか","cái gì đó","","N3","1284",",tap3,lession5,",""
"なにも","なにも","Không có gì, nothing","","N3","1285",",tap3,lession5,",""
"鍋","なべ","Nồi, xoong","","N3","1286",",tap3,lession5,",""
"生","なま","sự nguyên chất,nguyên,nguyên xi,thuần khiết, sống, chưa chế biến","","N3","1287",",tap3,lession5,",""
"怠ける","なまける","lười","","N3","1288",",tap3,lession5,",""
"波","なみ","trào lưu","","N3","1289",",tap3,lession5,",""
"涙","なみだ","nước mắt,lệ","","N3","1290",",tap3,lession5,",""
"悩む","なやむ","ưu tư","","N3","1291",",tap3,lession5,",""
"為る","なる","làm,thực hiện","","N3","1292",",tap3,lession5,",""
"成る","なる","trở nên","","N3","1293",",tap3,lession5,",""
"縄","なわ","dây thừng,dây chão","","N3","1294",",tap3,lession5,",""
"何で","なんで","Vì sao,bằng gì","","N3","1295",",tap3,lession5,",""
"何でも","なんでも","cái gì cũng","","N3","1296",",tap3,lession5,",""
"何とか","なんとか","","","N3","1297",",tap3,lession5,",""
"似合う","にあう","hợp,tương xứng,vừa","","N3","1298",",tap3,lession5,",""
"匂い","におい","mùi","","N3","1299",",tap3,lession5,",""
"苦手","にがて","kém,yếu","","N3","1300",",tap3,lession5,",""
"握る","にぎる","bíu","","N3","1301",",tap3,lession6,",""
"日","にち","mặt trời","","N3","1302",",tap3,lession6,",""
"日常","にちじょう","thường ngày","","N3","1303",",tap3,lession6,",""
"日曜","にちよう","Chủ Nhật,ngày Chủ Nhật","","N3","1304",",tap3,lession6,",""
"日光","にっこう","nắng","","N3","1305",",tap3,lession6,",""
"日中","にっちゅう","thời gian trong ngày,trong ngày","","N3","1306",",tap3,lession6,",""
"にっこり","にっこり","Mỉm cười","","N3","1307",",tap3,lession6,",""
"日本","にっぽん","Nhật Bản","","N3","1308",",tap3,lession6,",""
"日本","にほん","Nhật Bản","","N3","1309",",tap3,lession6,",""
"入院","にゅういん","sự nhập viện,sự vào nằm viện,sự đi viện","","N3","1310",",tap3,lession6,",""
"入学","にゅうがく","sự nhập học,sự vào học","","N3","1311",",tap3,lession6,",""
"入場","にゅうじょう","sự vào rạp,sự vào hội trường","","N3","1312",",tap3,lession6,",""
"人気","にんき","được đông đảo người yêu thích,được hâm mộ","","N3","1313",",tap3,lession6,",""
"人間","にんげん","thế gian","","N3","1314",",tap3,lession6,",""
"抜く","ぬく","bứt, nhổ","","N3","1315",",tap3,lession6,",""
"抜ける","ぬける","sót,thiếu","","N3","1316",",tap3,lession6,",""
"布","ぬの","thất","","N3","1317",",tap3,lession6,",""
"濡れる","ぬれる","đằm, bị ướt","","N3","1318",",tap3,lession6,",""
"ね","（感）","âm thanh","","N3","1319",",tap3,lession6,",""
